InvoiceId,InvoiceDate,InvoiceAmount,CustomerId
1584,7/1/2019,77.7,947
1585,7/1/2019,359.5,948
1586,7/1/2019,166.35,949
1587,7/1/2019,189.55,950
1588,7/1/2019,429.45,951
1589,7/1/2019,49.75,952
1590,7/1/2019,86.45,953
1591,7/1/2019,51.8,954
1592,7/1/2019,419.05,955
1593,7/1/2019,65.75,956
1594,7/1/2019,359.75,957
1595,7/1/2019,191.55,958
1596,7/1/2019,236.15,959
1597,7/1/2019,269.55,960
1598,7/1/2019,219.35,961
1599,7/1/2019,717.1,272
1600,7/1/2019,201.3,384
1601,7/1/2019,210.1,59
1602,7/1/2019,175.7,17
1603,7/2/2019,110.6,962
1604,7/2/2019,290.2,963
1605,7/2/2019,116.55,964
1606,7/2/2019,14.95,965
1607,7/2/2019,401.3,966
1608,7/2/2019,22.5,967
1609,7/2/2019,24.95,968
1610,7/2/2019,324.55,969
1611,7/2/2019,751,970
1612,7/2/2019,399.6,971
1613,7/2/2019,54.75,972
1614,7/2/2019,155.55,973
1615,7/2/2019,219.5,866
1616,7/2/2019,19.95,815
1617,7/2/2019,119.7,560
1618,7/2/2019,337.7,742
1619,7/2/2019,334.1,707
1620,7/2/2019,171.5,543
1621,7/2/2019,225.55,367
1622,7/3/2019,239.4,974
1623,7/3/2019,379.25,975
1624,7/3/2019,269.55,976
1625,7/3/2019,493,977
1626,7/3/2019,391.2,978
1627,7/3/2019,194.4,979
1628,7/3/2019,516.15,980
1629,7/3/2019,159.6,981
1630,7/3/2019,83.85,982
1631,7/3/2019,488.9,983
1632,7/3/2019,436.05,984
1633,7/3/2019,79.8,146
1634,7/4/2019,312.45,985
1635,7/4/2019,71.7,560
1636,7/5/2019,872.9,986
1637,7/5/2019,111.8,987
1638,7/5/2019,49.95,988
1639,7/5/2019,112.7,989
1640,7/5/2019,394.1,990
1641,7/5/2019,299.45,991
1642,7/5/2019,97.69,992
1643,7/5/2019,246.35,174
1644,7/5/2019,179.4,989
1645,7/5/2019,19.95,728
1646,7/5/2019,409.35,579
1647,7/5/2019,350.2,712
1648,7/5/2019,437.9,566
1649,7/5/2019,39.9,667
1650,7/5/2019,174.5,17
1651,7/5/2019,12.95,621
1652,7/5/2019,90.65,338
1653,7/5/2019,295,742
1654,7/6/2019,251.55,993
1655,7/6/2019,32.93,994
1656,7/6/2019,104.65,995
1657,7/6/2019,499,996
1658,7/6/2019,58.85,997
1659,7/6/2019,51.9,998
1660,7/6/2019,219.55,999
1661,7/6/2019,157.5,1000
1662,7/6/2019,19.95,1001
1663,7/6/2019,103.6,1002
1664,7/6/2019,99.9,1003
1665,7/6/2019,308,1004
1666,7/6/2019,2.95,1005
1667,7/6/2019,133.8,1006
1668,7/6/2019,108.8,1007
1669,7/6/2019,123.6,1008
1670,7/6/2019,395.1,1009
1671,7/6/2019,125.55,326
1672,7/7/2019,132.65,1010
1673,7/7/2019,834.8,1011
1674,7/7/2019,347.3,1012
1675,7/7/2019,90.65,1013
1676,7/7/2019,199.6,1014
1677,7/7/2019,223.6,1015
1678,7/7/2019,248.25,1016
1679,7/7/2019,529.3,1017
1680,7/7/2019,404.05,1018
1681,7/7/2019,313.1,1019
1682,7/7/2019,70.65,1020
1683,7/7/2019,124.6,1021
1684,7/7/2019,99.75,1022
1685,7/7/2019,8.85,1023
1686,7/7/2019,524.5,1024
1687,7/7/2019,51.8,859
1688,7/7/2019,52.45,581
1689,7/7/2019,149.75,712
1690,7/7/2019,69.6,993
1691,7/7/2019,124.75,811
1692,7/7/2019,159.6,115
1693,7/7/2019,51.8,476
1694,7/7/2019,74.75,381
1695,7/7/2019,364.95,360
1696,7/7/2019,415.15,146
1697,7/8/2019,149.6,1025
1698,7/8/2019,259.15,1026
1699,7/8/2019,249.75,1027
1700,7/8/2019,59.8,1028
1701,7/8/2019,574.95,1029
1702,7/8/2019,144.55,1030
1703,7/8/2019,219.45,1031
1704,7/8/2019,179.55,547
1705,7/8/2019,419.3,777
1706,7/8/2019,254.25,36
1707,7/8/2019,124.65,91
1708,7/8/2019,99.7,286
1709,7/8/2019,374.2,387
1710,7/9/2019,69.95,1032
1711,7/9/2019,59.9,1033
1712,7/9/2019,160.15,1034
1713,7/9/2019,92.8,1035
1714,7/9/2019,59.85,1036
1715,7/9/2019,29.9,1037
1716,7/9/2019,98.25,1038
1717,7/9/2019,179.55,1039
1718,7/9/2019,641.9,1040
1719,7/9/2019,299.7,1041
1720,7/9/2019,51.8,1042
1721,7/9/2019,208.25,1043
1722,7/9/2019,287.5,1044
1723,7/9/2019,39.8,1045
1724,7/9/2019,65.85,1046
1725,7/9/2019,249.3,1047
1726,7/9/2019,399.6,1048
1727,7/9/2019,539.4,728
1728,7/9/2019,180.5,647
1729,7/9/2019,99.8,174
1730,7/9/2019,399.5,993
1731,7/9/2019,199.35,97
1732,7/9/2019,149.85,900
1733,7/9/2019,408.05,885
1734,7/9/2019,12.95,393
1735,7/9/2019,387.45,221
1736,7/9/2019,140.55,970
1737,7/9/2019,103.6,38
1738,7/9/2019,318.05,851
1739,7/10/2019,202.15,1049
1740,7/10/2019,324.6,1050
1741,7/10/2019,99.9,1051
1742,7/10/2019,77.7,1052
1743,7/10/2019,409.5,1053
1744,7/10/2019,343.1,1054
1745,7/10/2019,463.95,1055
1746,7/10/2019,179.65,1056
1747,7/10/2019,389.25,471
1748,7/10/2019,74.75,580
1749,7/10/2019,47.9,1031
1750,7/10/2019,219.55,647
1751,7/10/2019,372.3,268
1752,7/10/2019,62.8,756
1753,7/10/2019,139.65,971
1754,7/10/2019,184.5,8
1755,7/10/2019,225.35,574
1756,7/10/2019,344.35,426
1757,7/10/2019,181.3,90
1758,7/11/2019,59.8,1057
1759,7/11/2019,399.05,1058
1760,7/11/2019,194.45,1059
1761,7/11/2019,433.25,1060
1762,7/11/2019,215.5,1061
1763,7/11/2019,199.8,1062
1764,7/11/2019,8,971
1765,7/12/2019,12.95,1063
1766,7/12/2019,46.01,1064
1767,7/12/2019,369.15,1065
1768,7/12/2019,319.4,1066
1769,7/12/2019,100.65,1067
1770,7/12/2019,212.4,1068
1771,7/12/2019,83.7,1069
1772,7/12/2019,70.65,854
1773,7/12/2019,224.4,406
1774,7/12/2019,243.2,486
1775,7/12/2019,175.6,991
1776,7/12/2019,207.18,974
1777,7/13/2019,116.55,1070
1778,7/13/2019,259.35,1071
1779,7/13/2019,45.85,1072
1780,7/13/2019,343.9,1073
1781,7/13/2019,205.42,559
1782,7/13/2019,38.85,221
1783,7/13/2019,39.9,428
1784,7/14/2019,38.85,1074
1785,7/14/2019,229.25,1075
1786,7/14/2019,265.45,1076
1787,7/14/2019,29.9,1077
1788,7/14/2019,107.8,1078
1789,7/14/2019,260.95,1079
1790,7/14/2019,469.45,1080
1791,7/14/2019,51.8,1081
1792,7/14/2019,154.6,1082
1793,7/14/2019,416.2,1083
1794,7/14/2019,39.9,1084
1795,7/14/2019,59.85,1085
1796,7/14/2019,254.4,357
1797,7/14/2019,227.55,670
1798,7/14/2019,64.75,362
1799,7/14/2019,171.4,1051
1800,7/14/2019,385,859
1801,7/14/2019,8,763
1802,7/14/2019,286.1,883
1803,7/14/2019,279.4,24
1804,7/14/2019,236.25,767
1805,7/14/2019,329.25,455
1806,7/14/2019,139.75,854
1807,7/14/2019,392.9,688
1808,7/14/2019,389.15,68
1809,7/14/2019,254.25,174
1810,7/15/2019,79.75,1086
1811,7/15/2019,49.85,1087
1812,7/15/2019,190.4,1088
1813,7/15/2019,299.55,1089
1814,7/15/2019,155.2,1090
1815,7/15/2019,143.4,1091
1816,7/15/2019,559.3,1092
1817,7/15/2019,334.2,1093
1818,7/15/2019,437.9,1094
1819,7/15/2019,394.3,1095
1820,7/15/2019,19.95,1096
1821,7/15/2019,27.7,720
1822,7/15/2019,171.45,1093
1823,7/15/2019,89.85,1071
1824,7/15/2019,377.1,1031
1825,7/15/2019,99.75,569
1826,7/15/2019,378.2,900
1827,7/15/2019,275.3,849
1828,7/16/2019,64.75,1097
1829,7/16/2019,154.55,1098
1830,7/16/2019,294.6,1099
1831,7/16/2019,157.35,1100
1832,7/16/2019,34.75,1101
1833,7/16/2019,349.65,1102
1834,7/16/2019,149.75,1103
1835,7/16/2019,167.55,1104
1836,7/16/2019,299.35,1105
1837,7/16/2019,227.1,1106
1838,7/16/2019,72.8,1107
1839,7/16/2019,205.55,1108
1840,7/16/2019,179.7,1109
1841,7/16/2019,316,454
1842,7/16/2019,17.7,777
1843,7/16/2019,170.25,728
1844,7/16/2019,2.49,272
1845,7/16/2019,8.85,933
1846,7/16/2019,303.95,13
1847,7/16/2019,254.15,366
1848,7/16/2019,38.85,883
1849,7/17/2019,387.75,1110
1850,7/17/2019,220.85,1111
1851,7/17/2019,64.75,1112
1852,7/17/2019,11.8,36
1853,7/17/2019,20.65,858
1854,7/17/2019,228.2,616
1855,7/18/2019,679.5,1113
1856,7/18/2019,394.3,1114
1857,7/18/2019,19.95,1115
1858,7/18/2019,59.85,1116
1859,7/18/2019,59.8,1117
1860,7/18/2019,289.4,843
1861,7/18/2019,512.95,781
1862,7/18/2019,599.3,10
1863,7/18/2019,103.7,381
1864,7/18/2019,209.4,1105
1865,7/18/2019,229.35,139
1866,7/18/2019,454.4,108
1867,7/18/2019,140.6,811
1868,7/18/2019,466.2,1071
1869,7/18/2019,359.2,873
1870,7/19/2019,116.55,1118
1871,7/19/2019,77.7,367
1872,7/19/2019,234.15,314
1873,7/19/2019,354,1111
1874,7/19/2019,188.65,854
1875,7/19/2019,201.65,474
1876,7/20/2019,240.5,1119
1877,7/20/2019,139.75,1120
1878,7/20/2019,109.15,1121
1879,7/20/2019,207.5,1122
1880,7/20/2019,171.5,742
1881,7/20/2019,27.95,389
1882,7/20/2019,26.55,268
1883,7/20/2019,218.05,970
1884,7/20/2019,270.4,476
1885,7/20/2019,25.9,873
1886,7/20/2019,284.45,355
1887,7/21/2019,65.85,1123
1888,7/21/2019,12.95,1124
1889,7/21/2019,234.3,1125
1890,7/21/2019,82.81,1126
1891,7/21/2019,168.35,1127
1892,7/21/2019,179.7,1128
1893,7/21/2019,190.5,1129
1894,7/21/2019,409.95,1130
1895,7/21/2019,614.2,1131
1896,7/21/2019,339.3,1132
1897,7/21/2019,111.8,1133
1898,7/21/2019,219.45,1134
1899,7/21/2019,399.6,1135
1900,7/21/2019,269.2,1136
1901,7/21/2019,269.4,1137
1902,7/21/2019,41.75,1138
1903,7/21/2019,199.6,1139
1904,7/21/2019,79.8,859
1905,7/21/2019,39.9,85
1906,7/21/2019,119.6,581
1907,7/21/2019,44.85,763
1908,7/21/2019,87.8,621
1909,7/21/2019,12.95,858
1910,7/21/2019,127.65,360
1911,7/21/2019,144.2,688
1912,7/21/2019,282.45,886
1913,7/21/2019,219.2,843
1914,7/21/2019,799.2,1076
1915,7/21/2019,219.6,387
1916,7/21/2019,159.6,338
1917,7/22/2019,125.3,1140
1918,7/22/2019,74.75,1141
1919,7/22/2019,264.35,1142
1920,7/22/2019,222.45,1143
1921,7/22/2019,162.65,815
1922,7/22/2019,149.7,284
1923,7/22/2019,261.55,1124
1924,7/22/2019,99.8,80
1925,7/22/2019,139.75,767
1926,7/22/2019,74.7,85
1927,7/23/2019,407.15,1144
1928,7/23/2019,231.55,1145
1929,7/23/2019,249.6,1146
1930,7/23/2019,179.25,1147
1931,7/23/2019,1000,1148
1932,7/23/2019,175.6,1149
1933,7/23/2019,237.3,1150
1934,7/23/2019,279.25,1151
1935,7/23/2019,376.35,1152
1936,7/23/2019,69.85,1153
1937,7/23/2019,299.6,1154
1938,7/23/2019,52.45,1155
1939,7/23/2019,156.45,1156
1940,7/23/2019,281.05,1157
1941,7/23/2019,276.85,263
1942,7/23/2019,77.7,1148
1943,7/23/2019,124.75,854
1944,7/23/2019,519,885
1945,7/23/2019,213.3,937
1946,7/24/2019,649.35,1158
1947,7/24/2019,83.4,1159
1948,7/24/2019,489.35,1160
1949,7/24/2019,142.14,10
1950,7/24/2019,83.4,1048
1951,7/24/2019,44.85,474
1952,7/24/2019,44.9,806
1953,7/24/2019,10.95,900
1954,7/24/2019,314.3,8
1955,7/24/2019,529.05,1066
1956,7/24/2019,302.45,656
1957,7/25/2019,19.95,1161
1958,7/25/2019,119.7,1162
1959,7/25/2019,284.4,1163
1960,7/25/2019,139.75,1164
1961,7/25/2019,17.7,1165
1962,7/25/2019,38.85,1166
1963,7/25/2019,194.3,1167
1964,7/25/2019,137.2,1168
1965,7/25/2019,210.35,1169
1966,7/25/2019,105.4,1170
1967,7/25/2019,19.95,1171
1968,7/25/2019,233.6,1172
1969,7/25/2019,381.5,1173
1970,7/25/2019,886.8,1174
1971,7/25/2019,103.4,17
1972,7/25/2019,86.45,1166
1973,7/25/2019,297.3,560
1974,7/25/2019,170.92,1095
1975,7/25/2019,211.45,454
1976,7/26/2019,206.25,1175
1977,7/26/2019,122.4,1176
1978,7/26/2019,119.7,1177
1979,7/26/2019,12.95,1178
1980,7/26/2019,221.4,1179
1981,7/26/2019,179.7,1180
1982,7/26/2019,278.25,1181
1983,7/26/2019,264.4,1182
1984,7/26/2019,128.8,1183
1985,7/26/2019,93.8,1184
1986,7/26/2019,264.25,1185
1987,7/26/2019,264.75,1186
1988,7/26/2019,179.55,979
1989,7/26/2019,149.85,1117
1990,7/26/2019,338.15,7
1991,7/26/2019,199.45,586
1992,7/26/2019,349.65,1148
1993,7/26/2019,208.35,1035
1994,7/26/2019,19.95,268
1995,7/26/2019,77.7,569
1996,7/26/2019,124.45,566
1997,7/26/2019,271.55,1021
1998,7/26/2019,449.55,321
1999,7/26/2019,221.55,784
2000,7/27/2019,296.55,1187
2001,7/27/2019,19.92,1188
2002,7/27/2019,145.75,1189
2003,7/27/2019,111.8,793
2004,7/27/2019,253.1,1168
2005,7/27/2019,39.9,219
2006,7/27/2019,137.7,108
2007,7/27/2019,159.4,1111
2008,7/27/2019,17.7,793
2009,7/27/2019,64.75,1054
2010,7/27/2019,159.6,1077
2011,7/27/2019,145.5,991
2019,7/27/2019,19.95,963
2013,7/27/2019,422,139
2014,7/28/2019,344.55,1190
2015,7/28/2019,59.85,1191
2016,7/28/2019,529,1192
2017,7/28/2019,174.35,1193
2018,7/28/2019,664.15,1194
2019,7/28/2019,79.8,1195
2020,7/28/2019,5.9,1196
2021,7/28/2019,315,1197
2022,7/28/2019,17.7,1198
2023,7/28/2019,139.5,1199
2024,7/28/2019,11.8,1200
2025,7/28/2019,251.55,1201
2026,7/28/2019,99.75,1202
2027,7/28/2019,298.35,1203
2028,7/28/2019,39.9,1204
2029,7/28/2019,89.85,124
2030,7/28/2019,194.5,1054
2031,7/28/2019,430.3,593
2032,7/29/2019,362.45,1205
2033,7/29/2019,20.65,1206
2034,7/29/2019,144.6,1207
2035,7/29/2019,537.15,1208
2036,7/29/2019,337.4,1209
2037,7/29/2019,139.65,1210
2038,7/29/2019,179.55,1211
2039,7/29/2019,92.75,245
2040,7/29/2019,173.2,798
2041,7/29/2019,19.9,261
2042,7/29/2019,399.15,69
2043,7/29/2019,364.45,97
2044,7/30/2019,369.25,1212
2045,7/30/2019,371,1213
2046,7/30/2019,198.45,1214
2047,7/30/2019,479.1,1215
2048,7/30/2019,309.4,1216
2049,7/30/2019,174.63,1217
2050,7/30/2019,199.5,1218
2051,7/30/2019,113.3,1219
2052,7/30/2019,399.25,1220
2053,7/30/2019,290.2,1221
2054,7/30/2019,361.1,1222
2055,7/30/2019,179.7,1223
2056,7/30/2019,59.8,976
2057,7/30/2019,86.55,781
2058,7/30/2019,269.4,900
2059,7/30/2019,131.7,991
2060,7/30/2019,167.65,1168
2061,7/30/2019,12.95,381
2062,7/30/2019,25.9,1031
2063,7/30/2019,298.25,621
2064,7/30/2019,322.95,360
2065,7/30/2019,5.9,647
