InvoiceId,InvoiceDate,InvoiceAmount,CustomerId
14307,10/1/2019,99.95,10309
14308,10/1/2019,289.75,10310
14309,10/1/2019,179.55,10311
14310,10/1/2019,394.1,10312
14311,10/1/2019,397.2,10313
14312,10/1/2019,499.8,10314
14313,10/1/2019,179.55,10315
14314,10/1/2019,1000,10316
14315,10/1/2019,100,10317
14316,10/1/2019,79.8,10318
14317,10/1/2019,77.7,10319
14318,10/1/2019,330.25,10320
14319,10/1/2019,419.15,10321
14320,10/1/2019,49.75,10322
14321,10/1/2019,12.95,10323
14322,10/1/2019,119.6,10324
14323,10/1/2019,264.6,10325
14324,10/1/2019,44.85,10326
14325,10/1/2019,1195.55,10327
14326,10/1/2019,349.75,10328
14327,10/1/2019,304.55,10329
14328,10/1/2019,459.65,10330
14329,10/1/2019,289.5,10331
14330,10/1/2019,174.35,10332
14331,10/1/2019,251.55,10333
14332,10/1/2019,799.05,10334
14333,10/1/2019,159.6,10335
14334,10/1/2019,1000,10336
14335,10/1/2019,210.35,10337
14336,10/1/2019,283.65,10338
14337,10/1/2019,209.85,10339
14338,10/1/2019,580.3,10340
14339,10/1/2019,159.6,10341
14340,10/1/2019,479.55,10342
14341,10/1/2019,899.55,10343
14342,10/1/2019,179.55,10344
14343,10/1/2019,373.05,10345
14344,10/1/2019,634.55,10346
14345,10/1/2019,131.6,10347
14346,10/1/2019,99.75,10348
14347,10/1/2019,149.65,10349
14348,10/1/2019,231.45,10350
14349,10/1/2019,349.75,10351
14350,10/1/2019,254.25,10352
14351,10/1/2019,100,10353
14352,10/1/2019,520.8,10354
14353,10/1/2019,183.4,10355
14354,10/1/2019,100,10356
14355,10/1/2019,579.3,10357
14356,10/1/2019,682.1,10358
14357,10/1/2019,299.4,10359
14358,10/1/2019,824.05,10360
14359,10/1/2019,182.15,10361
14360,10/1/2019,96.65,10362
14361,10/1/2019,287.35,10363
14362,10/1/2019,133.6,10364
14363,10/1/2019,189.55,10365
14364,10/1/2019,38.85,10366
14365,10/1/2019,153.65,10367
14366,10/1/2019,159.7,10368
14367,10/1/2019,1248.85,10369
14368,10/1/2019,195.45,10370
14369,10/1/2019,276.15,10371
14370,10/1/2019,839.35,10372
14371,10/1/2019,269.35,10373
14372,10/1/2019,139.65,10374
14373,10/1/2019,179.55,10375
14374,10/1/2019,12.95,10376
14375,10/1/2019,79.75,10377
14376,10/1/2019,59.8,3880
14377,10/1/2019,193.6,4806
14378,10/1/2019,708.65,1126
14379,10/1/2019,49.75,5721
14380,10/1/2019,313.9,8331
14381,10/1/2019,719.3,6173
14382,10/1/2019,123.75,8009
14383,10/1/2019,60.85,3614
14384,10/1/2019,233.25,5196
14385,10/2/2019,663.3,10378
14386,10/2/2019,99.8,10379
14387,10/2/2019,59.85,10380
14388,10/2/2019,239.6,10381
14389,10/2/2019,1051.8,10382
14390,10/2/2019,413.1,10383
14391,10/2/2019,83.85,10384
14392,10/2/2019,77.7,10385
14393,10/2/2019,799.6,10386
14394,10/2/2019,439.15,10387
14395,10/2/2019,344.2,10388
14396,10/2/2019,299.15,10389
14397,10/2/2019,275.4,10390
14398,10/2/2019,103.6,10391
14399,10/2/2019,495.3,10392
14400,10/2/2019,369.65,10393
14401,10/2/2019,270.2,10394
14402,10/2/2019,89.7,10395
14403,10/2/2019,179.55,10396
14404,10/2/2019,139.65,10397
14405,10/2/2019,379.62,10398
14406,10/2/2019,479.5,10399
14407,10/2/2019,59.8,10400
14408,10/2/2019,124.75,10401
14409,10/2/2019,1104.3,10402
14410,10/2/2019,254.05,10403
14411,10/2/2019,130.65,10404
14412,10/2/2019,404.55,10405
14413,10/2/2019,523.3,10406
14414,10/2/2019,459.5,10407
14415,10/2/2019,158.8,10408
14416,10/2/2019,154.6,10409
14417,10/2/2019,124.75,10410
14418,10/2/2019,613.05,10411
14419,10/2/2019,500.2,10412
14420,10/2/2019,164.65,10413
14421,10/2/2019,139.75,10414
14422,10/2/2019,289.55,10415
14423,10/2/2019,19.95,10416
14424,10/2/2019,409.5,10417
14425,10/2/2019,14.95,10418
14426,10/2/2019,288.85,10419
14427,10/2/2019,153.65,10420
14428,10/2/2019,662.7,10421
14429,10/2/2019,739.35,10422
14430,10/2/2019,104.65,10423
14431,10/2/2019,379.3,10424
14432,10/2/2019,61.85,10425
14433,10/2/2019,218.4,10426
14434,10/2/2019,360.2,10427
14435,10/2/2019,79.65,10428
14436,10/2/2019,197.4,10429
14437,10/2/2019,84.85,10430
14438,10/2/2019,260.35,10431
14439,10/2/2019,227.4,10432
14440,10/2/2019,120.65,10433
14441,10/2/2019,25.9,10434
14442,10/2/2019,209.85,10435
14443,10/2/2019,84.8,10436
14444,10/2/2019,1085.05,10437
14445,10/2/2019,629.55,10438
14446,10/2/2019,524.4,10439
14447,10/2/2019,959.85,10440
14448,10/2/2019,167.7,10441
14449,10/2/2019,390.25,10442
14450,10/2/2019,73.75,10201
14451,10/2/2019,145.8,9092
14452,10/2/2019,99.75,2935
14453,10/2/2019,19.95,7109
14454,10/2/2019,279.8,1196
14455,10/2/2019,433.15,6721
14456,10/2/2019,236.25,6540
14457,10/2/2019,176.35,3399
14458,10/2/2019,131.8,8500
14459,10/2/2019,139.65,4465
14460,10/2/2019,269.55,3199
14461,10/2/2019,65.85,2500
14462,10/2/2019,119.8,1286
14463,10/2/2019,77.7,7619
14464,10/2/2019,179.55,1403
14465,10/2/2019,609.35,5280
14466,10/2/2019,167.7,2322
14467,10/2/2019,40.9,4278
14468,10/2/2019,222.15,399
14469,10/2/2019,119.6,7998
14470,10/2/2019,287.5,2640
14471,10/2/2019,97.3,7194
14472,10/2/2019,249.5,4873
14473,10/2/2019,699.25,6417
14474,10/2/2019,60.9,2007
14475,10/2/2019,270.85,5114
14476,10/2/2019,552.85,4199
14477,10/2/2019,99.75,5513
14478,10/2/2019,520.55,7142
14479,10/2/2019,206.5,10235
14480,10/2/2019,2,1811
14481,10/2/2019,199.9,4742
14482,10/2/2019,564.5,4228
14483,10/2/2019,126.6,3597
14484,10/2/2019,94.6,4796
14485,10/2/2019,129.8,4555
14486,10/2/2019,25.9,2466
14487,10/2/2019,738.9,9240
14488,10/2/2019,159.6,309
14489,10/2/2019,292.15,3103
14490,10/2/2019,629.6,5741
14491,10/2/2019,252.25,5787
14492,10/2/2019,51.8,5741
14493,10/2/2019,79.8,6172
14494,10/2/2019,200.7,7524
14495,10/2/2019,375.65,786
14496,10/2/2019,174.65,2709
14497,10/2/2019,259.35,1657
14498,10/2/2019,406,6233
14499,10/2/2019,123.55,2782
14500,10/2/2019,151.6,3230
14501,10/2/2019,185.55,9339
14502,10/2/2019,455,3204
14503,10/2/2019,594.3,4902
14504,10/2/2019,1265.75,8639
14505,10/2/2019,374.2,4102
14506,10/3/2019,112.95,10443
14507,10/3/2019,467.15,10444
14508,10/3/2019,180.25,10445
14509,10/3/2019,389.25,10446
14510,10/3/2019,269.55,10447
14511,10/3/2019,884.3,10448
14512,10/3/2019,64.75,10449
14513,10/3/2019,79.8,10450
14514,10/3/2019,639.55,10451
14515,10/3/2019,131.55,10452
14516,10/3/2019,699.9,10453
14517,10/3/2019,388.35,10454
14518,10/3/2019,374.55,10455
14519,10/3/2019,384.15,10456
14520,10/3/2019,389.65,10457
14521,10/3/2019,139.65,10458
14522,10/3/2019,313.15,10459
14523,10/3/2019,154.6,10460
14524,10/3/2019,1029.1,10461
14525,10/3/2019,539.05,10462
14526,10/3/2019,569.8,10463
14527,10/3/2019,1000,10464
14528,10/3/2019,188.5,10465
14529,10/3/2019,367.3,10466
14530,10/3/2019,139.65,10467
14531,10/3/2019,445.9,10468
14532,10/3/2019,118.65,10469
14533,10/3/2019,329.25,10470
14534,10/3/2019,503.1,10471
14535,10/3/2019,253.25,10472
14536,10/3/2019,149.7,10473
14537,10/3/2019,283.15,10474
14538,10/3/2019,243.25,10475
14539,10/3/2019,144.4,10476
14540,10/3/2019,518.4,10477
14541,10/3/2019,539.45,10478
14542,10/3/2019,589.6,10479
14543,10/3/2019,39.9,10480
14544,10/3/2019,497.85,10481
14545,10/3/2019,100,10482
14546,10/3/2019,1000,10483
14547,10/3/2019,10,10484
14548,10/3/2019,49.6,10485
14549,10/3/2019,684.2,10486
14550,10/3/2019,369.3,10487
14551,10/3/2019,49.9,10488
14552,10/3/2019,659.35,10489
14553,10/3/2019,1103.6,10490
14554,10/3/2019,1236.75,10491
14555,10/3/2019,316.68,10492
14556,10/3/2019,389.65,10493
